"N_etrs89" "E_etrs89" "FE300ME" "BOTTOMCLS" "DIS_SAND" "ICELAST09" "RIVERS" "SAL910WIN" "DIST20M" "CHL_A" "TEMP09M" "SALT09M"
4746710 4874281 6731 5 15 19 22307 3.3429 377646 33 3.45687807940527 1.8323547008587
4745076 4869794 178 0 18 19 21104 3.3429 348676 33 3.39745994653614 1.85304321309803
4778688 4904358 33216 0 11 19 22953 3.3325 22970 34 3.15041131649355 2.16923681215478
4779117 4901450 26250 0 8 19 19643 3.3325 98485 34 2.98965318217485 2.09073187670164
4776399 4900602 24450 0 8 19 18954 3.3325 150426 34 2.94237794561724 2.07025122589802
4774536 4895520 12216 0 9 19 14600 3.332 321338 33.87 2.90419490709405 1.96249843431912
4706936 4860981 178 4 12 19 11839 3.3771 204852 34 3.44080414644102 2.27513385695931
4700956 4860881 1688 1 10 18 3581 3.387 102852 34.06 3.56499745659231 2.43323044743883
4745610 4869876 178 4 18 19 21404 3.3429 357161 33 3.40112797483776 1.8538878488628
4743894 4873543 39356 4 14 19 19084 3.3429 275220 33 3.45408865776377 1.865854822048
4725575 4861846 11222 1 6 18 1473 3.3656 104911 33.35 3.40933929391995 2.00208290201995
4725574 4861846 11222 1 6 18 1473 3.3656 104911 33.35 3.40933929391995 2.00208290201995
4726846 4863188 6666 1 7 18 3601 3.3656 83396 33.21 3.41347186054423 2.00159421509189
4726212 4866686 2419 4 6 19 6381 3.3656 62911 33.17 3.42559059097361 2.02514307938769
4723536 4879920 74569 1 12 18 22584 3.3693 59396 33.16 3.9713553170071 2.35073263262053
4706179 4864272 11634 4 10 18 11533 3.3771 70970 34 3.47246701418443 2.36746333898056
4723581 4879895 74569 1 12 18 22584 3.3693 59396 33.16 3.9713553170071 2.35073263262053
4740124 4872532 39066 4 14 19 15054 3.3527 156852 33 3.46903268073019 1.88267466465116
4774055 4895217 10594 3 9 19 14609 3.332 338308 33.77 2.85817124883355 1.89414826562894
4776066 4901006 22922 5 8 19 19467 3.3325 149396 33.9 2.96751075627962 2.08075031038675
4778288 4904051 28931 5 11 19 22532 3.3325 18000 34 3.15041131649355 2.16923681215478
4781093 4905998 29644 5 13 19 24929 3.3304 37455 34 3.18988707502088 2.20011075649188
4771201 4910614 6844 4 16 19 30967 3.3335 39941 33.73 3.58330909172472 2.48239477384547
4775190 4909002 31659 5 14 19 27851 3.3335 6000 33.92 3.41555658848461 2.41174693720373
4767679 4912905 9056 4 18 19 34708 3.3385 69941 33.62 3.66593502633601 2.59523005698493
4769042 4902129 103 4 11 19 25731 3.3325 266558 33.6 3.03223533141837 2.10672762079656
4703008 4862675 5512 4 10 19 7330 3.387 189338 34 3.56354803433924 2.45798823327729
4761501 5034610 4472 1 3 19 1651 3.3542 165941 23.76 3.42491286388022 2.03862911420209
4757522 5033161 16256 0 4 19 3730 3.357 79455 23.2 3.36031825719587 2.01618872313588
4661939 4999568 9 5 10 18 5111 3.4871 191220 31.98 3.98956319023976 2.55056108754381
4633488 4984436 75 5 10 18 4376 3.7991 144426 38.36 4.91651034805854 3.05034613949788
4629390 4986469 47 4 14 18 3142 3.8304 287823 38.96 4.91725553178214 3.09930358014328
4704005 4864745 60338 4 10 18 10881 3.3916 96852 34.21 3.49998705126864 2.38165754947866
4747161 4873895 6731 1 15 19 22495 3.3429 387161 33 3.45875895542013 1.82471317657249
4746355 4875508 31397 5 14 19 22354 3.3409 350735 33 3.45488733049799 1.83841414432017
4747867 4875977 459 3 15 19 21668 3.3409 346617 33 3.45230355465145 1.78997412731864
4671843 5004432 19041 1 9 17 2327 3.4871 264676 30.01 4.10071115725074 2.62490293349994
4673730 5004558 42403 5 10 17 5742 3.4871 257823 29.38 4.08159097366588 2.61373019155045
4674226 5007761 8991 5 8 17 5595 3.4871 320558 29.03 4.0971642820357 2.59674059022155
4675284 5008661 18816 1 8 18 4918 3.4032 308984 29.03 4.09779746443708 2.60519564267039
4676258 5008836 4575 0 8 18 4080 3.4032 301529 29.03 4.09754011478049 2.60575559644988
4676987 5008573 4819 1 8 18 3470 3.4032 285587 29.03 4.09754011478049 2.60575559644988
4743520 4879253 6638 5 15 19 22903 3.3409 222426 33 3.55331067506483 1.92085139091759
4798209 4997795 28425 3 6 19 8051 3.3439 164911 36.51 3.25312185627615 2.13823830260835
4636053 4988926 18459 2 9 17 8870 3.7991 198676 37.34 4.79255903691499 2.92396693306726
4495553 4902113 1191 4 45 18 14037 5.2253 574794 28.65 5.7739494285961 4.10395756676583
4498802 4899154 2672 4 40 18 19317 5.1143 485043 29.6 5.73340247473142 4.07711727894078
4493930 4896174 9591 5 46 16 17455 5.2253 323396 27.58 5.76780240426456 4.1207516660509
4490718 4895956 6731 5 48 17 16562 5.2253 287396 26.97 5.81493763644486 4.17452481196968
4489717 4903224 338 4 47 17 9150 5.1467 522249 26.45 5.83265177958273 4.01494747832279
4488965 4900641 1800 5 48 17 12072 5.2253 469279 25.63 5.82858807373917 4.10753126292492
4486310 4900351 675 5 49 18 15009 5.3401 549764 25.63 5.82858807373918 4.10753126292492
4635871 4988698 18459 1 9 17 8508 3.7991 184190 37.34 4.79584328243102 2.92589442514327
4496764 4902713 769 4 42 18 14759 5.0244 615764 29.37 5.77120352401192 4.11201034895975
4635916 4988702 18459 1 9 17 8508 3.7991 184190 37.34 4.79584328243102 2.92589442514327
4641470 4990387 16950 1 9 17 4363 3.7465 169705 36.15 4.80874451538656 2.97803454580139
4642821 4992516 9759 1 10 17 992 3.7012 229279 35.96 4.81771901009493 2.98138916884794
4759438 5036542 4584 4 7 19 5935 3.3608 216426 23.76 3.45122842053234 2.04154927802808
4657947 4996311 9169 5 11 18 3005 3.6309 126852 32.79 4.02799688547548 2.71280904690763
4705833 4865762 64800 5 10 18 12562 3.3768 34970 34.12 3.47246701418443 2.36746333898056
4709092 4863331 54529 2 9 18 14766 3.37695 65183 34.025 3.44080414644102 2.27513385695931
4710626 4867467 66272 4 9 16 16946 3.3768 25455 34 3.51139189664294 2.3517768202091
4750802 4876032 7022 4 16 19 22819 3.3409 379741 33 3.44174114216796 1.73377041744463
4781747 4884746 375 5 19 19 2822 3.3306 649706 34 2.62388788874854 1.6937735152967
4775985 4885950 84 4 20 19 7559 3.3306 675338 33.83 2.79902844729293 1.81289802535032
4764933 5032621 16284 5 2 19 5894 3.3542 176735 24.79 3.26590227816177 1.89892004812162
4487399 4896605 797 4 51 18 16768 5.2253 322367 25.72 5.89284631192233 4.24410444317442
4484542 4897523 197 5 53 18 16074 5.3401 369161 25.11 5.95582299506075 4.30784058787451
4489362 4905423 975 4 49 17 7478 5.1467 613705 26.92 5.82390307781823 3.98852901025252
4495709 4899535 4631 5 43 18 15700 5.2253 447036 28.44 5.77598463620398 4.11162735799966
4496611 4900737 788 5 43 18 15760 5.1143 494735 28.44 5.77162791613518 4.09876075812492
4497606 4902357 244 4 42 18 15846 5.1143 600926 29.37 5.76787410021789 4.10821480989469
